timestamp,Midwest Carbon Intensity (grams of CO2 per kWh),East Carbon Intensity (grams of CO2 per kWh),West Carbon Intensity (grams of CO2 per kWh)
2025-03-25 19:55:00,551.8,449.5,394.7
2025-03-25 20:00:00,553.6,449.7,399.2
2025-03-25 20:05:00,550.4,454.2,398.1
2025-03-25 20:10:00,555.4,453.9,391.7
2025-03-25 20:15:00,552.6,447.9,394.7
2025-03-25 20:20:00,550.6,452.5,395.9
2025-03-25 20:25:00,550.8,448.6,396.4
2025-03-25 20:30:00,550.4,452,398
2025-03-25 20:35:00,546.2,452.4,396.1
2025-03-25 20:40:00,549.7,453.7,394.7
2025-03-25 20:45:00,550.7,448.5,400.6
2025-03-25 20:50:00,548.8,453,394.6
2025-03-25 20:55:00,551,444.4,395.8
2025-03-25 21:00:00,550.1,453.9,395.1
2025-03-25 21:05:00,552.3,449.9,400.5
2025-03-25 21:10:00,552,450,399.1
2025-03-25 21:15:00,550.5,443.9,401.6
2025-03-25 21:20:00,545.9,448.8,396.7
2025-03-25 21:25:00,555.4,454.1,395.4
2025-03-25 21:30:00,549.6,448.7,398
2025-03-25 21:35:00,549.8,452.1,398.8
2025-03-25 21:40:00,549,450.1,400.1
2025-03-25 21:45:00,548.5,453.2,394.5
2025-03-25 21:50:00,554.6,450.6,401
2025-03-25 21:55:00,554.2,447.2,397
2025-03-25 22:00:00,551.3,450.2,397.8
2025-03-25 22:05:00,549.7,454.8,403.3
2025-03-25 22:10:00,551.9,451.5,393.2
2025-03-25 22:15:00,550.2,449.7,400.8
2025-03-25 22:20:00,549.4,456.8,400.8
2025-03-25 22:25:00,551,453.5,397.4
2025-03-25 22:30:00,548.7,452.5,398.5
2025-03-25 22:35:00,550.8,451,403.6
2025-03-25 22:40:00,550.6,452.2,405.8
2025-03-25 22:45:00,551.8,452.3,403.1
2025-03-25 22:50:00,548.1,443.5,405.6
2025-03-25 22:55:00,552.1,451.2,397.9
2025-03-25 23:00:00,547.3,449.5,395.2
2025-03-25 23:05:00,548.3,448.5,399.8
2025-03-25 23:10:00,548.4,449.4,402.4
2025-03-25 23:15:00,546.8,445.3,394.4
2025-03-25 23:20:00,553,444.6,397.2
2025-03-25 23:25:00,547.1,453.7,397.5
2025-03-25 23:30:00,547.9,451.4,401.1
2025-03-25 23:35:00,553.8,442.8,400.7
2025-03-25 23:40:00,548.3,448.3,397.7
2025-03-25 23:45:00,549.4,452.6,400.5
2025-03-25 23:50:00,547,449.2,396.6
2025-03-25 23:55:00,552.5,453.7,398.7
2025-03-26 00:00:00,552.5,453.1,396.2
2025-03-26 00:05:00,552.2,445.9,399.5
2025-03-26 00:10:00,551.6,449.5,397.6
2025-03-26 00:15:00,550.2,448.6,402.1
2025-03-26 00:20:00,548.4,445.8,399.9
2025-03-26 00:25:00,547.6,445.5,399.3
2025-03-26 00:30:00,553.9,447.5,405.3
2025-03-26 00:35:00,552.3,448,401.1
2025-03-26 00:40:00,547.9,450.7,398.9
2025-03-26 00:45:00,550.1,453,398.2
2025-03-26 00:50:00,549.1,451.3,396.5
2025-03-26 00:55:00,546.6,452,399.8
2025-03-26 01:00:00,550.5,448.9,400.9
2025-03-26 01:05:00,548.7,451.5,394.3
2025-03-26 01:10:00,547.1,449.2,395.9
2025-03-26 01:15:00,545.5,448.3,398.5
2025-03-26 01:20:00,545.3,455.2,396.7
2025-03-26 01:25:00,548.8,442.5,400.1
2025-03-26 01:30:00,549.7,443.8,400.5
2025-03-26 01:35:00,547.3,450.4,399.6
2025-03-26 01:40:00,551.9,448.4,401.7
2025-03-26 01:45:00,549.7,444.8,398.2
2025-03-26 01:50:00,551.6,445.8,399.9
2025-03-26 01:55:00,549.4,446.1,397
2025-03-26 02:00:00,547.5,451.3,400.9
2025-03-26 02:05:00,550.2,452.1,400.2
2025-03-26 02:10:00,546.1,453.2,396.4
2025-03-26 02:15:00,551.5,443.3,399.5
2025-03-26 02:20:00,547,443.7,399.9
2025-03-26 02:25:00,552.5,443.3,400.8
2025-03-26 02:30:00,548.7,451.1,401
2025-03-26 02:35:00,552.9,448.2,397.8
2025-03-26 02:40:00,546.3,446.8,402.3
2025-03-26 02:45:00,547.6,446.9,401.6
2025-03-26 02:50:00,550.7,445.6,397.8
2025-03-26 02:55:00,553,441.9,396.6
2025-03-26 03:00:00,554.4,446.3,398.1
2025-03-26 03:05:00,549.5,443.6,395.6
2025-03-26 03:10:00,554.8,439.9,400.6
2025-03-26 03:15:00,548.3,444.6,403.6
2025-03-26 03:20:00,552.4,440.8,404.3
2025-03-26 03:25:00,546.2,442,396.7
2025-03-26 03:30:00,550.1,440.1,402.4
2025-03-26 03:35:00,541.7,442.2,400.3
2025-03-26 03:40:00,545.2,439.2,392.8
2025-03-26 03:45:00,549.8,434.8,399
2025-03-26 03:50:00,544.3,437.3,398.7
2025-03-26 03:55:00,549.3,436.1,403.6
2025-03-26 04:00:00,550.5,435.3,397.4
2025-03-26 04:05:00,546.1,435.5,401.7
2025-03-26 04:10:00,544.4,429,399.7
2025-03-26 04:15:00,545.6,431.3,395.7
2025-03-26 04:20:00,543.8,422.5,398.3
2025-03-26 04:25:00,546.1,425.5,404.6
2025-03-26 04:30:00,546.3,423.2,399.5
2025-03-26 04:35:00,544.7,426.5,402.7
2025-03-26 04:40:00,550.2,419.6,402.6
2025-03-26 04:45:00,542.6,419.8,398.7
2025-03-26 04:50:00,548.5,410.5,396.1
2025-03-26 04:55:00,540.7,412.4,396.5
2025-03-26 05:00:00,543.5,408.5,404.4
2025-03-26 05:05:00,546.2,416,400.5
2025-03-26 05:10:00,545.4,404,394.8
2025-03-26 05:15:00,540.1,403.6,402.5
2025-03-26 05:20:00,542.4,401,394.6
2025-03-26 05:25:00,541.2,393.1,397.5
2025-03-26 05:30:00,537.6,393.5,400.2
2025-03-26 05:35:00,540.2,393.4,407.6
2025-03-26 05:40:00,543.1,389.5,402.4
2025-03-26 05:45:00,538.1,379.4,398.5
2025-03-26 05:50:00,537.4,381.6,400.1
2025-03-26 05:55:00,536.8,383.3,402.8
2025-03-26 06:00:00,529.4,379,404.3
2025-03-26 06:05:00,534.1,377.8,399.3
2025-03-26 06:10:00,528.6,368.2,399.3
2025-03-26 06:15:00,528.8,372,397.5
2025-03-26 06:20:00,535.9,365.1,402
2025-03-26 06:25:00,527.5,367.1,403.1
2025-03-26 06:30:00,524.9,359.4,394.2
2025-03-26 06:35:00,529.4,350.5,398.8
2025-03-26 06:40:00,521.8,356.5,396.3
2025-03-26 06:45:00,522.1,350,400.4
2025-03-26 06:50:00,525.9,347.6,396.3
2025-03-26 06:55:00,521.1,342,396
2025-03-26 07:00:00,515,349,403.3
2025-03-26 07:05:00,520,340.4,399.4
2025-03-26 07:10:00,516,344.7,399.8
2025-03-26 07:15:00,520.5,336.9,401.2
2025-03-26 07:20:00,512.8,333.7,402.8
2025-03-26 07:25:00,516.6,339,398.6
2025-03-26 07:30:00,517.6,333.5,398.7
2025-03-26 07:35:00,508.5,332.4,398.7
2025-03-26 07:40:00,509.4,327.8,403.1
2025-03-26 07:45:00,510,329.6,399.6
2025-03-26 07:50:00,505.3,331.7,398.9
2025-03-26 07:55:00,507.6,326.2,400.9
2025-03-26 08:00:00,505.2,328.4,405.2
2025-03-26 08:05:00,504.3,328.8,399.9
2025-03-26 08:10:00,504.3,330.6,398.8
2025-03-26 08:15:00,503.6,335.4,405.4
2025-03-26 08:20:00,503.2,330.8,403.4
2025-03-26 08:25:00,500.3,330.5,402.9
2025-03-26 08:30:00,499.9,341.9,397.8
2025-03-26 08:35:00,500.7,333.7,397.4
2025-03-26 08:40:00,500.6,335.9,393.6
2025-03-26 08:45:00,499.1,337.1,401.8
2025-03-26 08:50:00,501.1,339.1,399
2025-03-26 08:55:00,494.6,342.2,393.2
2025-03-26 09:00:00,497.8,346.9,402.1
2025-03-26 09:05:00,499.2,347.6,397.2
2025-03-26 09:10:00,497.6,352,397.4
2025-03-26 09:15:00,505.3,354.4,393.2
2025-03-26 09:20:00,500.7,354.5,398.9
2025-03-26 09:25:00,501.6,357.8,398.7
2025-03-26 09:30:00,500.1,362.7,396.7
2025-03-26 09:35:00,502,358.9,395.2
2025-03-26 09:40:00,499.1,372.7,403.9
2025-03-26 09:45:00,502.9,366.6,391.9
2025-03-26 09:50:00,501.3,370.1,392.9
2025-03-26 09:55:00,504.2,370.5,396.6
2025-03-26 10:00:00,498.2,373.7,390.8
2025-03-26 10:05:00,503.4,383.2,389.9
2025-03-26 10:10:00,512.2,390.1,395.8
2025-03-26 10:15:00,511.4,384.6,393.5
2025-03-26 10:20:00,513.9,390.3,392.3
2025-03-26 10:25:00,515.3,392.8,390.4
2025-03-26 10:30:00,514.3,398.1,386.8
2025-03-26 10:35:00,512.1,404.5,387
2025-03-26 10:40:00,511.6,405.2,386.4
2025-03-26 10:45:00,519.3,402.7,387.9
2025-03-26 10:50:00,517.3,407.6,385.3
2025-03-26 10:55:00,525.9,410.4,379.8
2025-03-26 11:00:00,518.6,411,383.4
2025-03-26 11:05:00,526.9,410.1,374.4
2025-03-26 11:10:00,521.7,413.3,376.7
2025-03-26 11:15:00,527.5,421.4,372.4
2025-03-26 11:20:00,529.8,423.8,371.4
2025-03-26 11:25:00,522.8,421.5,377.7
2025-03-26 11:30:00,525.7,424.8,365.3
2025-03-26 11:35:00,525.2,429.5,365
2025-03-26 11:40:00,525.8,422.5,366.6
2025-03-26 11:45:00,532.6,428,361.2
2025-03-26 11:50:00,531.1,436.9,360.5
2025-03-26 11:55:00,532.9,433.3,361.6
2025-03-26 12:00:00,535.4,430.4,356.5
2025-03-26 12:05:00,529.2,435.4,350.3
2025-03-26 12:10:00,539.6,439.4,348.3
2025-03-26 12:15:00,535.6,429.8,347.2
2025-03-26 12:20:00,539.1,439.1,344.3
2025-03-26 12:25:00,540.2,438.4,339.3
2025-03-26 12:30:00,543.3,435.5,337
2025-03-26 12:35:00,539.6,441.6,333.6
2025-03-26 12:40:00,534.3,441.7,328.8
2025-03-26 12:45:00,541.6,442.8,323.8
2025-03-26 12:50:00,542.6,442.5,324.4
2025-03-26 12:55:00,539.5,441.1,319.5
2025-03-26 13:00:00,543.7,440.4,308.8
2025-03-26 13:05:00,542.7,443.2,309.1
2025-03-26 13:10:00,540.3,448.3,306.6
2025-03-26 13:15:00,546.8,446.9,303.9
2025-03-26 13:20:00,543.5,446.4,304.7
2025-03-26 13:25:00,544.4,443.8,307.3
2025-03-26 13:30:00,544.6,446.1,286.9
2025-03-26 13:35:00,550.1,449.8,292
2025-03-26 13:40:00,546.6,449.3,288.1
2025-03-26 13:45:00,547.3,446.6,284.3
2025-03-26 13:50:00,546,440.5,283.5
2025-03-26 13:55:00,549,446.5,279.6
2025-03-26 14:00:00,551.9,447.2,275.4
2025-03-26 14:05:00,550,446.1,274
2025-03-26 14:10:00,550.3,447.7,273.3
2025-03-26 14:15:00,550.2,451.5,270.9
2025-03-26 14:20:00,544.4,449.1,268.1
2025-03-26 14:25:00,546.1,452.3,264.1
2025-03-26 14:30:00,548.2,444.9,272.8
2025-03-26 14:35:00,546.8,448.6,264.1
2025-03-26 14:40:00,545.9,443.7,264.2
2025-03-26 14:45:00,543.6,448.3,259.6
2025-03-26 14:50:00,545.2,446.5,261.1
2025-03-26 14:55:00,548.6,453.5,260.7
2025-03-26 15:00:00,549.2,451,254.3
2025-03-26 15:05:00,547.1,452.8,258
2025-03-26 15:10:00,549.8,448.5,258.3
2025-03-26 15:15:00,548.3,446.8,259.3
2025-03-26 15:20:00,552.9,446.7,258.7
2025-03-26 15:25:00,549.2,450.7,263.1
2025-03-26 15:30:00,551.8,455.3,268.5
2025-03-26 15:35:00,550.4,451.1,266.2
2025-03-26 15:40:00,545.6,448.8,264
2025-03-26 15:45:00,549.6,449.4,266.4
2025-03-26 15:50:00,546.1,449.9,270.5
2025-03-26 15:55:00,549.5,456,269.7
2025-03-26 16:00:00,547.7,453.7,277.4
2025-03-26 16:05:00,551.1,450.7,283.2
2025-03-26 16:10:00,545.9,450.3,280.2
2025-03-26 16:15:00,550,450.9,285.1
2025-03-26 16:20:00,551.7,451.5,286.6
2025-03-26 16:25:00,552.7,448.7,289.2
2025-03-26 16:30:00,547.7,447.5,294.9
2025-03-26 16:35:00,550,453.1,295.7
2025-03-26 16:40:00,550.5,450.1,298.6
2025-03-26 16:45:00,554.6,452.8,299.7
2025-03-26 16:50:00,545.5,454.9,308.2
2025-03-26 16:55:00,547.2,451.6,314.8
2025-03-26 17:00:00,558.4,451.1,317.2
2025-03-26 17:05:00,549.2,459.6,323.1
2025-03-26 17:10:00,544.3,450.6,320.1
2025-03-26 17:15:00,548.2,446.7,328.2
2025-03-26 17:20:00,541.7,449.2,325.8
2025-03-26 17:25:00,550.7,454.7,334.7
2025-03-26 17:30:00,552.4,446.1,340.8
2025-03-26 17:35:00,547.3,447.7,340.7
2025-03-26 17:40:00,548.6,453.3,347.4
2025-03-26 17:45:00,552.8,449.2,343.8
2025-03-26 17:50:00,544.7,449.7,348.3
2025-03-26 17:55:00,546,453.2,348.9
2025-03-26 18:00:00,549.3,447.8,354.7
2025-03-26 18:05:00,547.7,445.6,358.1
2025-03-26 18:10:00,549.1,445.8,360.1
2025-03-26 18:15:00,546.2,451.7,361.2
2025-03-26 18:20:00,550.6,450.8,363.6
2025-03-26 18:25:00,549.6,447.9,368.5
2025-03-26 18:30:00,551.6,446.5,369.2
2025-03-26 18:35:00,550.6,449.2,368.4
2025-03-26 18:40:00,550.6,453.3,368.2
2025-03-26 18:45:00,545.7,447.5,374.1
2025-03-26 18:50:00,551.5,448,373.5
2025-03-26 18:55:00,549,446.4,376.9
2025-03-26 19:00:00,549.5,448.9,379.8
2025-03-26 19:05:00,553.1,451,382.1
2025-03-26 19:10:00,547.8,456.3,382
2025-03-26 19:15:00,554.1,450.7,391.9
2025-03-26 19:20:00,554.3,449.8,382.8
2025-03-26 19:25:00,552.3,452.6,391.4
2025-03-26 19:30:00,547.1,452.1,388.4
2025-03-26 19:35:00,543.4,448.3,387.9
2025-03-26 19:40:00,553.2,456.9,392.6
2025-03-26 19:45:00,550.3,449.9,390.3
2025-03-26 19:50:00,547.8,450.7,390
2025-03-26 19:55:00,553.5,451.7,398.5
2025-03-26 20:00:00,547.4,451,387.3
2025-03-26 20:05:00,548.7,454.6,393.7
2025-03-26 20:10:00,551.6,448.2,395.6
2025-03-26 20:15:00,546.7,452.4,399.8
2025-03-26 20:20:00,549.7,450.5,394.8
2025-03-26 20:25:00,553.3,452.9,404.4
2025-03-26 20:30:00,550.6,449.4,399.1
2025-03-26 20:35:00,553.7,448.9,390.1
2025-03-26 20:40:00,553.4,452.2,393.1
2025-03-26 20:45:00,550,451.1,398.5
2025-03-26 20:50:00,543,447.5,394.6
2025-03-26 20:55:00,546.7,454,399.9
2025-03-26 21:00:00,552.3,452.2,397.1
2025-03-26 21:05:00,545.3,449.8,395
2025-03-26 21:10:00,549,448.6,395.9
2025-03-26 21:15:00,551,451.1,401.5
2025-03-26 21:20:00,554.4,452,393
2025-03-26 21:25:00,548.3,445.2,402.3
2025-03-26 21:30:00,548.1,451.1,402.5
2025-03-26 21:35:00,549.8,452,398.4
2025-03-26 21:40:00,551.1,442.9,395.2
2025-03-26 21:45:00,549.5,450.6,401.2
2025-03-26 21:50:00,553.1,452.1,398.1
2025-03-26 21:55:00,547.6,451.7,395.1
2025-03-26 22:00:00,550.4,452.4,405.4
2025-03-26 22:05:00,551.3,449,397.1
2025-03-26 22:10:00,548.8,446.9,395.4
2025-03-26 22:15:00,552.5,444.6,400.7
2025-03-26 22:20:00,550.4,453.3,399.6
2025-03-26 22:25:00,552.4,452.1,404.3
2025-03-26 22:30:00,550.6,453.5,398.7
2025-03-26 22:35:00,551.1,447.8,398.8
2025-03-26 22:40:00,548.1,452.4,400.9
2025-03-26 22:45:00,548.1,445.5,400.5
2025-03-26 22:50:00,553.7,447.4,400.6
2025-03-26 22:55:00,551.9,450.4,400.8
2025-03-26 23:00:00,546.9,452,400.4
2025-03-26 23:05:00,550.5,455,398.7
2025-03-26 23:10:00,542.9,449.3,402.5
2025-03-26 23:15:00,548.3,447.4,398.9
2025-03-26 23:20:00,552.9,447.2,402.4
2025-03-26 23:25:00,549.6,447.9,404.1
2025-03-26 23:30:00,550.4,456.7,398
2025-03-26 23:35:00,541,452.3,407.2
2025-03-26 23:40:00,548.8,453.3,397.9
2025-03-26 23:45:00,551,449.3,397.9
2025-03-26 23:50:00,551.4,450,401.6
2025-03-26 23:55:00,552.9,452.1,401.3
2025-03-27 00:00:00,549.4,448.4,400.2
2025-03-27 00:05:00,549.5,449.1,402.5
2025-03-27 00:10:00,546,447.9,400.8
2025-03-27 00:15:00,549.4,448.6,406.2
2025-03-27 00:20:00,546.2,450.1,399.8
2025-03-27 00:25:00,544.5,447.4,397.4
2025-03-27 00:30:00,546.7,450.8,398.3
2025-03-27 00:35:00,554.5,450.7,401.4
2025-03-27 00:40:00,549.2,449.3,401.5
2025-03-27 00:45:00,550.6,447.3,400.6
2025-03-27 00:50:00,548.4,450.1,397.5
2025-03-27 00:55:00,544.6,448.3,403.3
2025-03-27 01:00:00,552.8,449.9,405.8
2025-03-27 01:05:00,543.5,453,400.1
2025-03-27 01:10:00,548.3,445.9,405.4
2025-03-27 01:15:00,549.8,456.1,402.6
2025-03-27 01:20:00,550.7,449.3,406.7
2025-03-27 01:25:00,547.8,450.7,401.4
2025-03-27 01:30:00,544.4,447.1,400.4
2025-03-27 01:35:00,547.5,452.7,402.5
2025-03-27 01:40:00,547.7,448.8,398.7
2025-03-27 01:45:00,547.6,447.9,401.2
2025-03-27 01:50:00,552.8,447.2,404
2025-03-27 01:55:00,546.3,448,402.5
2025-03-27 02:00:00,550.8,449.9,399.9
2025-03-27 02:05:00,550.3,449,400.6
2025-03-27 02:10:00,552.7,448.2,402.3
2025-03-27 02:15:00,549.4,445.9,402.2
2025-03-27 02:20:00,552.2,445.5,402.3
2025-03-27 02:25:00,549.3,446.2,401
2025-03-27 02:30:00,551,448.6,397.5
2025-03-27 02:35:00,545.2,448.9,398
2025-03-27 02:40:00,541.8,449,401.4
2025-03-27 02:45:00,550.8,446.2,402.5
2025-03-27 02:50:00,550.9,446.9,402.1
2025-03-27 02:55:00,550.9,444.7,398
2025-03-27 03:00:00,547.9,439.5,399.5
2025-03-27 03:05:00,553.8,443.5,396.5
2025-03-27 03:10:00,547.9,442.4,395.8
2025-03-27 03:15:00,550.5,439.7,400.2
2025-03-27 03:20:00,550.9,440.4,404.1
2025-03-27 03:25:00,554.1,441.7,400.3
2025-03-27 03:30:00,547.9,437.1,405.7
2025-03-27 03:35:00,546.8,437.4,399.5
2025-03-27 03:40:00,544.1,443.2,400.1
2025-03-27 03:45:00,553.1,432.6,397
2025-03-27 03:50:00,549.5,435.8,399
2025-03-27 03:55:00,549.4,431.6,396.4
2025-03-27 04:00:00,557.2,431.5,395.4
2025-03-27 04:05:00,548.5,431.8,396.5
2025-03-27 04:10:00,543.4,427.9,400.3
2025-03-27 04:15:00,546.4,431,397.8
2025-03-27 04:20:00,543.8,431.7,398.5
2025-03-27 04:25:00,545.2,428.4,401.2
2025-03-27 04:30:00,544.8,427.1,395.4
2025-03-27 04:35:00,543.9,418,400.2
2025-03-27 04:40:00,541,419.3,402.5
2025-03-27 04:45:00,549.5,419.4,402.8
2025-03-27 04:50:00,545.2,418.4,401.5
2025-03-27 04:55:00,543.1,418.7,399.8
2025-03-27 05:00:00,545.5,414.2,398.1
2025-03-27 05:05:00,544.1,411.3,399.8
2025-03-27 05:10:00,542.9,413.9,405
2025-03-27 05:15:00,543.4,403.7,400.8
2025-03-27 05:20:00,541.1,399.8,399.7
2025-03-27 05:25:00,542,398.4,401.7
2025-03-27 05:30:00,541.4,392.3,400.1
2025-03-27 05:35:00,538.9,392.4,400.7
2025-03-27 05:40:00,536.9,384.1,399.3
2025-03-27 05:45:00,541.2,384.7,398.8
2025-03-27 05:50:00,534.3,382.9,403
2025-03-27 05:55:00,535.9,383.1,394.1
2025-03-27 06:00:00,535,380.5,401.4
2025-03-27 06:05:00,530.9,371.3,398.6
2025-03-27 06:10:00,529.2,377.4,394.3
2025-03-27 06:15:00,529.5,368.6,397.1
2025-03-27 06:20:00,528,365.9,399.9
2025-03-27 06:25:00,523.9,357.4,400.3
2025-03-27 06:30:00,525.2,357.6,402.2
2025-03-27 06:35:00,526.7,359.8,402.4
2025-03-27 06:40:00,528.5,354.4,395.3
2025-03-27 06:45:00,525.1,351.6,401.1
2025-03-27 06:50:00,514.4,349.5,402.2
2025-03-27 06:55:00,522.9,342,400.6
2025-03-27 07:00:00,518,343.8,401.5
2025-03-27 07:05:00,519.8,346.2,394.1
2025-03-27 07:10:00,517.1,343.2,397
2025-03-27 07:15:00,515.3,337.8,404
2025-03-27 07:20:00,514.4,341.2,399.1
2025-03-27 07:25:00,513.4,331.2,406.6
2025-03-27 07:30:00,516.3,330.8,396
2025-03-27 07:35:00,511,338.2,404.5
2025-03-27 07:40:00,513.2,333.4,398
2025-03-27 07:45:00,511.7,330.1,402.4
2025-03-27 07:50:00,509.8,330.2,398.9
2025-03-27 07:55:00,501.5,327.7,400.1
2025-03-27 08:00:00,509.2,330.8,401.5
2025-03-27 08:05:00,503.6,330.7,397.8
2025-03-27 08:10:00,506.3,330.5,402
2025-03-27 08:15:00,500.5,327.5,398.7
2025-03-27 08:20:00,499.1,332.4,400
2025-03-27 08:25:00,508,331,391.4
2025-03-27 08:30:00,498.7,330.7,398.3
2025-03-27 08:35:00,504.5,338.8,403
2025-03-27 08:40:00,501,343,401.2
2025-03-27 08:45:00,499.1,344,401.6
2025-03-27 08:50:00,500,341.9,399
2025-03-27 08:55:00,496.1,341.2,403.7
2025-03-27 09:00:00,500,343.9,399.3
2025-03-27 09:05:00,496.8,347.6,396.3
2025-03-27 09:10:00,499,347.5,400.6
2025-03-27 09:15:00,503.2,355.2,400.5
2025-03-27 09:20:00,501.5,347.8,399.4
2025-03-27 09:25:00,496.6,355.7,395.9
2025-03-27 09:30:00,504.1,361.8,397.7
2025-03-27 09:35:00,502.1,359.7,400.6
2025-03-27 09:40:00,501.1,364.5,397.4
2025-03-27 09:45:00,505.6,369.9,391.1
2025-03-27 09:50:00,503.7,375.7,393.1
2025-03-27 09:55:00,501.5,370.3,392.4
2025-03-27 10:00:00,511.4,373.1,391.6
2025-03-27 10:05:00,506.8,377.4,386.8
2025-03-27 10:10:00,507.6,378.7,398.1
2025-03-27 10:15:00,507.7,381.9,389
2025-03-27 10:20:00,513.5,386.3,388.4
2025-03-27 10:25:00,509.5,395.9,384
2025-03-27 10:30:00,507.6,394.1,391.5
2025-03-27 10:35:00,511.4,398,387.5
2025-03-27 10:40:00,518.6,397.8,385.6
2025-03-27 10:45:00,518.4,405.3,384.5
2025-03-27 10:50:00,516.4,411.6,385.8
2025-03-27 10:55:00,522.5,405.9,381.1
2025-03-27 11:00:00,521.9,416.2,375.1
2025-03-27 11:05:00,520.1,414.5,375.5
2025-03-27 11:10:00,521.7,415.8,373.7
2025-03-27 11:15:00,524.4,419.2,376.7
2025-03-27 11:20:00,522.2,421.2,376.7
2025-03-27 11:25:00,525.9,427.7,376.3
2025-03-27 11:30:00,528,425.6,364.8
2025-03-27 11:35:00,523.2,427.5,369.3
2025-03-27 11:40:00,528.9,426.4,363.2
2025-03-27 11:45:00,529.7,431.8,371.4
2025-03-27 11:50:00,534.8,428,364.2
2025-03-27 11:55:00,527.2,432.7,362.4
2025-03-27 12:00:00,532.6,442.4,357
2025-03-27 12:05:00,533.3,427.6,352.8
2025-03-27 12:10:00,538.6,437,347.5
2025-03-27 12:15:00,536.5,438.3,343.8
2025-03-27 12:20:00,542.9,437.8,340
2025-03-27 12:25:00,540.4,438.9,341.1
2025-03-27 12:30:00,538,440.7,340.6
2025-03-27 12:35:00,540.7,440.6,331.5
2025-03-27 12:40:00,539.6,442.8,326.9
2025-03-27 12:45:00,544,441.4,321.2
2025-03-27 12:50:00,538,449.6,322.9
2025-03-27 12:55:00,540.2,443.4,322.3
2025-03-27 13:00:00,544.6,446.4,318.9
2025-03-27 13:05:00,547.5,443.2,315.7
2025-03-27 13:10:00,537.7,448.5,309.3
2025-03-27 13:15:00,548.9,448.4,304.8
2025-03-27 13:20:00,544.8,447.8,304.9
2025-03-27 13:25:00,540,443.9,294.3
2025-03-27 13:30:00,537,445,293
2025-03-27 13:35:00,541.8,452.6,296.2
2025-03-27 13:40:00,546.7,445.5,284.7
2025-03-27 13:45:00,546.8,450,284.7
2025-03-27 13:50:00,549.2,445.5,283.8
2025-03-27 13:55:00,545.9,451.5,279.4
2025-03-27 14:00:00,544.5,446.6,279.9
2025-03-27 14:05:00,546.8,445.9,278.5
2025-03-27 14:10:00,548.3,446.8,273.1
2025-03-27 14:15:00,549.1,447.4,273.7
2025-03-27 14:20:00,546.2,450.4,264.8
2025-03-27 14:25:00,551.4,449.5,265.4
2025-03-27 14:30:00,547,446.1,271.5
2025-03-27 14:35:00,546.4,449.4,268.8
2025-03-27 14:40:00,547.5,446.1,258.1
2025-03-27 14:45:00,552.4,451.5,261.1
2025-03-27 14:50:00,548.9,452.1,260.9
2025-03-27 14:55:00,547.3,449.6,261.4
2025-03-27 15:00:00,552.2,450.6,263.8
2025-03-27 15:05:00,555.9,455,265.6
2025-03-27 15:10:00,550.2,449.3,260.6
2025-03-27 15:15:00,553.3,447,264.5
2025-03-27 15:20:00,552.8,451.6,263.9
2025-03-27 15:25:00,547.9,446.5,262.9
2025-03-27 15:30:00,549.8,449.3,259.2
2025-03-27 15:35:00,545.9,448.1,268.9
2025-03-27 15:40:00,549.2,447.8,269.4
2025-03-27 15:45:00,548,449.2,270.7
2025-03-27 15:50:00,548.6,452.6,268.7
2025-03-27 15:55:00,547.6,453.3,279.8
2025-03-27 16:00:00,549,452.7,276.9
2025-03-27 16:05:00,551.5,451,275.7
2025-03-27 16:10:00,549.6,449.2,278
2025-03-27 16:15:00,544.3,442.9,286.9
2025-03-27 16:20:00,547.7,451.1,290
2025-03-27 16:25:00,545.4,443.1,289.7
2025-03-27 16:30:00,550.7,444.2,295.7
2025-03-27 16:35:00,551.5,449.5,299.7
2025-03-27 16:40:00,550.7,450.8,301.5
2025-03-27 16:45:00,547.6,448.6,302.4
2025-03-27 16:50:00,550.7,454.6,310.9
2025-03-27 16:55:00,548.6,451.4,314.1
2025-03-27 17:00:00,546.6,449.2,316.8
2025-03-27 17:05:00,552.2,454.2,316.1
2025-03-27 17:10:00,552.4,454.7,318.2
2025-03-27 17:15:00,552.8,451.5,325.9
2025-03-27 17:20:00,548.2,447.7,331.9
2025-03-27 17:25:00,553.5,448.3,335.7
2025-03-27 17:30:00,548.5,445.7,337.7
2025-03-27 17:35:00,552,449.9,337.9
2025-03-27 17:40:00,548.5,446.8,340
2025-03-27 17:45:00,549.3,449,345.6
2025-03-27 17:50:00,542.7,450.8,348.7
2025-03-27 17:55:00,549.1,444,355
2025-03-27 18:00:00,550.3,446.2,353.1
2025-03-27 18:05:00,548.8,448.5,356.1
2025-03-27 18:10:00,555.3,449.8,366.2
2025-03-27 18:15:00,546.5,448.5,367.3
2025-03-27 18:20:00,548.3,449.2,362.4
2025-03-27 18:25:00,547.3,447.9,371.9
2025-03-27 18:30:00,548.3,445.7,366.4
2025-03-27 18:35:00,553.1,448.4,370.6
2025-03-27 18:40:00,554.4,449.4,373
2025-03-27 18:45:00,547.9,449.1,375.6
2025-03-27 18:50:00,547.8,450.3,379.6
2025-03-27 18:55:00,546.5,451.3,379.7
2025-03-27 19:00:00,553.9,452,382.9
2025-03-27 19:05:00,553.4,448.1,381.4
2025-03-27 19:10:00,549.7,445.3,385.1
2025-03-27 19:15:00,545.8,453.8,385.6
